County Name,Date of Death,New Deaths,7-day Average New Deaths,Total Deaths,2019 Population ,New Deaths Rate,7-day Average New Death Rate,Total Death Rate,County FIPS Code,Longitude,Latitude,Georeferenced Latitude & Longitude
Pennsylvania,04/16/2020,140,110.4,1441,12801989,1.09,0.86,11.26,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Philadelphia,04/21/2021,1,4.3,3446,1584064,0.06,0.27,217.54,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Westmoreland,04/07/2021,0,0.9,717,348899,0,0.25,205.5,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Lehigh,03/13/2021,1,1.3,796,369318,0.27,0.35,215.53,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Northampton,03/14/2021,1,1.1,666,305285,0.33,0.37,218.16,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Pennsylvania,04/12/2021,44,36.3,25699,12801989,0.34,0.28,200.74,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Potter,12/31/2020,0,0.1,15,16526,0,0.86,90.77,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Forest,02/10/2021,0,0,21,7247,0,0,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Lehigh,03/15/2021,0,1,798,369318,0,0.27,216.07,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Westmoreland,03/16/2021,3,1,701,348899,0.86,0.29,200.92,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Philadelphia,04/27/2020,25,33.6,862,1584064,1.58,2.12,54.42,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Westmoreland,03/21/2021,3,1.1,706,348899,0.86,0.33,202.35,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Potter,12/28/2020,1,0.6,15,16526,6.05,3.46,90.77,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Delaware,03/25/2021,1,1,1285,566747,0.18,0.18,226.73,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Blair,02/23/2021,0,0.4,301,121829,0,0.35,247.07,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Monroe,04/22/2021,0,0.4,300,170271,0,0.25,176.19,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Westmoreland,03/13/2021,1,0.7,696,348899,0.29,0.2,199.48,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Monroe,04/19/2021,1,0.4,298,170271,0.59,0.25,175.02,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Venango,03/22/2021,0,0.1,90,50668,0,0.28,177.63,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Allegheny,04/19/2021,0,2,1884,1216045,0,0.16,154.93,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Washington,12/31/2020,4,2.9,149,206865,1.93,1.38,72.03,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Potter,12/29/2020,0,0.4,15,16526,0,2.59,90.77,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Northampton,02/22/2021,2,2,645,305285,0.66,0.66,211.28,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Sullivan,03/21/2021,0,0,20,6066,0,0,329.71,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Blair,03/11/2021,0,0.1,310,121829,0,0.12,254.46,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Butler,11/25/2020,3,2.6,86,187853,1.6,1.37,45.78,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Forest,03/22/2021,0,0,21,7247,0,0,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Northampton,01/25/2021,5,3.4,566,305285,1.64,1.12,185.4,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Philadelphia,04/19/2021,2,5.6,3442,1584064,0.13,0.35,217.29,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Juniata,02/14/2021,0,0.1,80,24763,0,0.58,323.06,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Pennsylvania,03/22/2021,27,26.1,25040,12801989,0.21,0.2,195.59,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Northampton,02/28/2021,0,1,650,305285,0,0.33,212.92,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Westmoreland,03/14/2021,2,0.7,698,348899,0.57,0.2,200.06,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Allegheny,04/21/2021,0,1.1,1885,1216045,0,0.09,155.01,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Union,12/29/2020,1,1.4,47,44923,2.23,3.18,104.62,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Northampton,02/19/2021,1,1.7,637,305285,0.33,0.56,208.66,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Juniata,03/21/2021,0,0,81,24763,0,0,327.1,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Pennsylvania,04/17/2021,37,38.7,25889,12801989,0.29,0.3,202.23,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,03/19/2021,28,30.1,24963,12801989,0.22,0.24,194.99,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,03/16/2021,25,30.3,24882,12801989,0.2,0.24,194.36,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Elk,02/14/2021,0,0.1,35,29910,0,0.48,117.02,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Northampton,01/20/2021,3,4.1,552,305285,0.98,1.36,180.81,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Crawford,03/21/2021,0,0,141,84629,0,0,166.61,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Susquehanna,04/12/2021,0,0,57,40328,0,0,141.34,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Susquehanna,03/21/2021,0,0,53,40328,0,0,131.42,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Adams,03/22/2021,1,0.1,160,103009,0.97,0.14,155.33,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
McKean,01/11/2021,0,0.9,51,40625,0,2.11,125.54,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Blair,02/17/2021,3,0.9,301,121829,2.46,0.7,247.07,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Northampton,12/27/2020,4,6,447,305285,1.31,1.97,146.42,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Chester,03/05/2021,1,1.7,739,524989,0.19,0.33,140.76,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Pennsylvania,04/19/2021,35,36.7,25956,12801989,0.27,0.29,202.75,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pike,03/22/2021,0,0.3,50,55809,0,0.51,89.59,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Wyoming,02/16/2021,0,0,40,26794,0,0,149.29,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Pennsylvania,04/06/2021,33,30.7,25478,12801989,0.26,0.24,199.02,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,03/12/2021,24,31.7,24752,12801989,0.19,0.25,193.34,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Allegheny,04/17/2021,3,2.6,1883,1216045,0.25,0.21,154.85,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Carbon,03/22/2021,1,0.1,157,64182,1.56,0.22,244.62,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Westmoreland,04/17/2021,1,1.6,732,348899,0.29,0.45,209.8,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Northampton,02/02/2021,6,3.6,596,305285,1.97,1.17,195.23,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Westmoreland,03/29/2021,0,0.7,711,348899,0,0.2,203.78,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Blair,02/26/2021,2,0.7,306,121829,1.64,0.59,251.17,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Forest,01/24/2021,0,0.6,19,7247,0,7.89,262.18,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Northampton,01/19/2021,7,4.1,549,305285,2.29,1.36,179.83,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Pennsylvania,03/21/2021,25,26.1,25013,12801989,0.2,0.2,195.38,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Northampton,01/08/2021,5,4.6,503,305285,1.64,1.5,164.76,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Westmoreland,03/27/2021,1,1.1,711,348899,0.29,0.33,203.78,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Venango,04/07/2021,0,0,90,50668,0,0,177.63,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Westmoreland,03/22/2021,0,1.1,706,348899,0,0.33,202.35,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Northampton,02/17/2021,0,2.1,634,305285,0,0.7,207.67,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Elk,02/13/2021,0,0.3,35,29910,0,0.96,117.02,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Butler,11/12/2020,2,2.1,53,187853,1.06,1.14,28.21,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Monroe,04/21/2021,1,0.6,300,170271,0.59,0.34,176.19,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Westmoreland,04/20/2021,1,1.4,735,348899,0.29,0.41,210.66,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Delaware,02/28/2021,0,1.1,1252,566747,0,0.2,220.91,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Westmoreland,03/18/2021,0,1.1,702,348899,0,0.33,201.2,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Butler,12/22/2020,10,6,192,187853,5.32,3.19,102.21,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Bradford,03/22/2021,0,0.1,83,60323,0,0.24,137.59,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Mifflin,03/22/2021,0,0.1,175,46138,0,0.31,379.3,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Westmoreland,04/10/2021,0,1,721,348899,0,0.29,206.65,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Carbon,03/25/2021,0,0.1,157,64182,0,0.22,244.62,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Westmoreland,03/25/2021,1,1,709,348899,0.29,0.29,203.21,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Northampton,01/23/2021,1,3.6,559,305285,0.33,1.17,183.11,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Pennsylvania,03/28/2021,29,28.3,25211,12801989,0.23,0.22,196.93,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Northampton,03/12/2021,2,1.4,665,305285,0.66,0.47,217.83,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Wayne,03/03/2021,0,0.3,68,51361,0,0.56,132.4,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Carbon,03/04/2021,0,0,152,64182,0,0,236.83,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Pennsylvania,04/09/2021,35,32.9,25590,12801989,0.27,0.26,199.89,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Philadelphia,04/18/2021,3,6.4,3440,1584064,0.19,0.41,217.16,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Northampton,01/05/2021,1,4.9,491,305285,0.33,1.59,160.83,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Perry,03/21/2021,0,0,88,46272,0,0,190.18,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Northampton,02/14/2021,1,2.7,629,305285,0.33,0.89,206.04,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Huntingdon,01/19/2021,0,1,110,45144,0,2.22,243.66,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Butler,12/28/2020,7,6.4,227,187853,3.73,3.42,120.84,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Pennsylvania,04/05/2021,28,30.3,25445,12801989,0.22,0.24,198.76,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Susquehanna,03/22/2021,0,0,53,40328,0,0,131.42,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Northampton,01/07/2021,4,4.7,498,305285,1.31,1.54,163.13,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Pennsylvania,03/25/2021,25,27.1,25125,12801989,0.2,0.21,196.26,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Cameron,03/22/2021,0,0,6,4447,0,0,134.92,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Pennsylvania,04/20/2021,15,33.3,25971,12801989,0.12,0.26,202.87,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,04/08/2021,43,33.1,25555,12801989,0.34,0.26,199.62,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Wayne,03/18/2021,1,0.3,70,51361,1.95,0.56,136.29,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Pennsylvania,04/16/2021,35,37.4,25852,12801989,0.27,0.29,201.94,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Northampton,12/24/2020,4,6.3,431,305285,1.31,2.06,141.18,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Forest,04/07/2021,0,0,21,7247,0,0,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Blair,03/05/2021,0,0.4,309,121829,0,0.35,253.63,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Philadelphia,04/20/2021,3,5.1,3445,1584064,0.19,0.32,217.48,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Northampton,01/11/2021,5,3.6,515,305285,1.64,1.17,168.69,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Armstrong,03/21/2021,0,0.1,119,64735,0,0.22,183.83,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Mercer,12/23/2020,1,4.3,149,109424,0.91,3.92,136.17,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Pennsylvania,03/27/2021,27,27.7,25182,12801989,0.21,0.22,196.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,04/02/2021,37,29.3,25360,12801989,0.29,0.23,198.09,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Northampton,04/07/2021,0,0.6,684,305285,0,0.19,224.05,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Westmoreland,04/02/2021,0,0.4,713,348899,0,0.12,204.36,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Venango,02/13/2021,0,0,78,50668,0,0,153.94,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Cameron,03/26/2021,0,0,6,4447,0,0,134.92,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Potter,12/30/2020,0,0.3,15,16526,0,1.73,90.77,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Northampton,01/27/2021,3,3.1,574,305285,0.98,1.03,188.02,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Westmoreland,04/22/2021,0,0.9,736,348899,0,0.25,210.95,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Chester,03/30/2021,0,0.3,757,524989,0,0.05,144.19,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Armstrong,03/20/2021,1,0.3,119,64735,1.54,0.44,183.83,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Blair,03/17/2021,0,0.1,311,121829,0,0.12,255.28,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Bradford,04/12/2021,0,0.3,86,60323,0,0.47,142.57,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Pennsylvania,04/07/2021,34,31.3,25512,12801989,0.27,0.24,199.28,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Philadelphia,04/22/2021,0,3.1,3446,1584064,0,0.2,217.54,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
McKean,01/16/2021,0,0.6,54,40625,0,1.41,132.92,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Clarion,03/29/2021,0,0,88,38438,0,0,228.94,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Snyder,01/16/2021,2,1.3,64,40372,4.95,3.18,158.53,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Northampton,03/17/2021,1,1.1,670,305285,0.33,0.37,219.47,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Pennsylvania,04/03/2021,29,29.6,25389,12801989,0.23,0.23,198.32,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Blair,02/18/2021,0,0.7,301,121829,0,0.59,247.07,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Clarion,04/16/2021,0,0,89,38438,0,0,231.54,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Westmoreland,04/16/2021,1,1.4,731,348899,0.29,0.41,209.52,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Monroe,04/20/2021,1,0.6,299,170271,0.59,0.34,175.6,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Allegheny,04/22/2021,0,1.1,1885,1216045,0,0.09,155.01,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Potter,01/01/2021,0,0.1,15,16526,0,0.86,90.77,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Blair,04/12/2021,1,0.4,318,121829,0.82,0.35,261.02,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Erie,03/01/2021,0,0.9,386,269728,0,0.32,143.11,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Pennsylvania,04/14/2021,38,37.7,25776,12801989,0.3,0.29,201.34,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Washington,02/23/2021,1,0.3,260,206865,0.48,0.14,125.69,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Butler,11/29/2020,3,2.9,97,187853,1.6,1.52,51.64,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Perry,04/01/2021,1,0.1,91,46272,2.16,0.31,196.66,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Westmoreland,04/14/2021,4,1.7,729,348899,1.15,0.49,208.94,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Potter,04/16/2021,0,0,23,16526,0,0,139.17,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Pennsylvania,03/26/2021,30,27.4,25155,12801989,0.23,0.21,196.49,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Westmoreland,03/20/2021,0,1,703,348899,0,0.29,201.49,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Washington,03/04/2021,0,0.7,267,206865,0,0.35,129.07,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Sullivan,04/16/2021,0,0,20,6066,0,0,329.71,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Perry,04/06/2021,1,0.6,94,46272,2.16,1.23,203.15,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Susquehanna,03/25/2021,0,0,53,40328,0,0,131.42,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Wayne,04/15/2021,0,0.1,76,51361,0,0.28,147.97,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Westmoreland,03/31/2021,0,0.4,711,348899,0,0.12,203.78,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Pennsylvania,04/04/2021,28,29.4,25417,12801989,0.22,0.23,198.54,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Westmoreland,03/26/2021,1,1,710,348899,0.29,0.29,203.5,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Westmoreland,04/19/2021,1,1.3,734,348899,0.29,0.37,210.38,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Clarion,02/09/2021,0,0.3,80,38438,0,0.74,208.13,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Fulton,02/16/2021,0,0.1,14,14530,0,0.98,96.35,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Indiana,04/16/2021,0,0,165,84073,0,0,196.26,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Butler,04/13/2021,1,1.1,400,187853,0.53,0.61,212.93,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Washington,03/14/2021,0,0.4,272,206865,0,0.21,131.49,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Westmoreland,03/24/2021,0,0.9,708,348899,0,0.25,202.92,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Fulton,03/26/2021,0,0,15,14530,0,0,103.23,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Delaware,03/22/2021,0,0.6,1280,566747,0,0.1,225.85,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Washington,02/01/2021,3,2.3,237,206865,1.45,1.1,114.57,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Westmoreland,04/05/2021,0,0.6,715,348899,0,0.16,204.93,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Chester,01/25/2021,2,1.9,665,524989,0.38,0.35,126.67,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Schuylkill,04/16/2021,0,0,387,141359,0,0,273.77,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Bradford,03/02/2021,0,0.1,79,60323,0,0.24,130.96,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Pennsylvania,03/18/2021,34,29.6,24935,12801989,0.27,0.23,194.77,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Bradford,02/04/2021,0,0.1,74,60323,0,0.24,122.67,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Philadelphia,04/15/2021,8,7.1,3424,1584064,0.51,0.45,216.15,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Bradford,03/06/2021,0,0,79,60323,0,0,130.96,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Pennsylvania,03/13/2021,37,32.1,24789,12801989,0.29,0.25,193.63,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Lehigh,04/13/2021,1,0.9,819,369318,0.27,0.23,221.76,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Pennsylvania,03/23/2021,31,27,25071,12801989,0.24,0.21,195.84,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Mercer,12/22/2020,5,4.9,148,109424,4.57,4.44,135.25,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Delaware,03/17/2021,0,1.1,1277,566747,0,0.2,225.32,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Snyder,12/25/2020,0,0.3,43,40372,0,0.71,106.51,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Washington,03/12/2021,0,0.7,272,206865,0,0.35,131.49,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Susquehanna,01/01/2021,0,0,39,40328,0,0,96.71,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Butler,12/09/2020,3,3.9,132,187853,1.6,2.05,70.27,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Warren,03/26/2021,0,0,99,39191,0,0,252.61,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Westmoreland,04/18/2021,1,1.4,733,348899,0.29,0.41,210.09,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Potter,03/06/2021,0,0,21,16526,0,0,127.07,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Washington,02/16/2021,3,1.7,258,206865,1.45,0.83,124.72,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Adams,02/15/2021,0,0.1,148,103009,0,0.14,143.68,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Huntingdon,04/16/2021,0,0,128,45144,0,0,283.54,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Venango,03/26/2021,0,0,90,50668,0,0,177.63,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
